species,text,url
Saturnia pyri,"Saturnia pyri, the giant peacock moth, great peacock moth, giant emperor moth or Viennese emperor, is a Saturniid moth which is native to Europe. The species was first described by Michael Denis and Ignaz Schiffermüller in 1775. It is the largest European moth, with a wingspan reaching 15–20 cm (6–8 in). The giant peacock moth has a range that includes the Iberian Peninsula, southern France, northern Hungary, central and southern Serbia, Croatia, Montenegro, southern and eastern Bulgaria, southern Greece southern Turkey, south Kyrgyzstan, western Syria, Lebanon, north Israel, southern Romania, Russia, Ukraine, Czech Republic, Slovak Republic, Slovenia, North Macedonia and Italy and extends into Siberia and North Africa. It is absent from the UK, though a small handful of individuals have been recorded, likely of captive origin.",https://en.wikipedia.org/wiki/Saturnia_pyri
Haploa lecontei,"Haploa lecontei, or Leconte's haploa, is a moth of the family Erebidae. The species was first described by Félix Édouard Guérin-Méneville in 1832. It is found in North America from Nova Scotia to Georgia, west to Manitoba through Arkansas. The wingspan is 36–50 mm. The larvae feed on various plants, including apple, blackberry, peach, spearmint and trembling aspen.",https://en.wikipedia.org/wiki/Haploa_lecontei
Ecliptopera silaceata,"Ecliptopera silaceata, the small phoenix, is a species of moth in the family Geometridae. The species was first described by Michael Denis and Ignaz Schiffermüller in 1775. The distribution includes most of Europe including the British Isles and extends eastwards through Russia and the Altai and the Vyatskoye, as well as north into the Arctic Circle, and south to the Caucasus. It also occurs in North America. The wingspan is 23–27 mm. The length of the forewings is 13–17 mm. The basal region is dark grey, and is bordered by a light coloured band in which are mostly dark stains. The very wide discal region is black brown, and often shows a nearly elliptical white ""drawing"" in the middle. The marginal area is brown with several significant arrow patches. Two or three distally facing peaks continue as orange coloured strokes sometimes up to the outer edge. Below the apex, there are dark arch stains and a white wavy line located at the outer edge. The hind wings are white grey and have bright crosslines as well as a little black heart. The colour of head, thorax, and abdomen is brown. Prout describes some variants. The larva is long and thin, variable in colour, green or flesh-colour, the thoracic and last 4 abdominal segments with a red or blackish mediodorsal line, the middle segments with blackish dots. The venter has a white line, sometimes pink-edged. The main habitats of the species are semi-shady areas in deciduous, and mixed forests as well as young forest plantations and heaths. The moths fly in two generations from May to July and from August to September. . The larvae feed mainly on willowherbs. The compact, brownish green pupa hibernates.",https://en.wikipedia.org/wiki/Ecliptopera_silaceata
Elophila gyralis,"Elophila gyralis, the waterlily borer moth, is a species of moth in the family Crambidae. It was described by George Duryea Hulst in 1886. It is found in eastern North America, where it has been recorded from Alabama, Florida, Georgia, Illinois, Indiana, Iowa, Louisiana, Maine, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, New Brunswick, New Hampshire, New Jersey, New York, North Carolina, Nova Scotia, Ohio, Oklahoma, Ontario, Pennsylvania, Quebec, South Carolina, Tennessee, Texas and Wisconsin. The wingspan is 16–30 mm. Adults have been recorded on wing year round in the southern part of the range.",https://en.wikipedia.org/wiki/Elophila_gyralis
Euthalia aconthea,"The male is brown with slight traces of olive. The forewing has two transverse short black lines at the base, a black loop across the middle, and another beyond the apex of the cell, with their centres dark brown, followed by an angulated discal dark brown band bordered outwardly by a series of five white spots; two preapical white spots beyond and a broad, somewhat diffuse, subterminal black band broadening over the apex and angulated inwards in interspace 1. Hindwing shaded with dark brown at base, two crescent-shaped dark brown loop-like marks in cell; a discal series of dark brown, elongate, outwardly acute, inwardly diffuse, somewhat hastate (spear-shaped) spots, followed by a subterminal series of small spots of the same colour. Underside ochraceous brown. Forewing on the underside shows five transverse slender black lines across cell; a black spot below median vein; discal and preapical white spots as on the upperside, succeeded by a postdiscal series of somewhat diffuse crescent-shaped black marks, and a broad terminal pale lilac band not reaching the apex, bordered narrowly along the termen with dark brown. Hindwing with four or five slender black loops at base, a posteriorly obsolescent postdiscal series of diffuse black marks and a subterminal series of black dots; the termen near apex touched with pale lilac. Antennae, head, thorax and abdomen dark brown, the antennae ochraceous at the tip, the body paler beneath. The female is similar but of a paler shade. Upperside forewing differs from that of the male in the absence of the dark discal and subterminal bands, and in the series of discal spots being elongate, much larger. The hindwing has the discal series of outwardly pointed black markings only as traces. Underside similar to that of the male, but the ground colour more ochraceous, the markings larger, more diffuse. The caterpillar of E. aconthea is green in colour, with a blue/yellow line on its back, designed to camouflage it against leaves. It features branching spines which protrude from its dorsal surface, covering the whole animal except for a line along its back. The spines lie flat against the leaf, which is also its food source. Race vasanta, Moore is found in Sri Lanka. It resembles the nominate race, but in the male the white spots on the forewing are entirely absent, above and below; the discal hand on both forewing and hindwing on the upperside is more irregular and not nearly so well defined; on the forewing the interspace between it and the subterminal band and on the hindwing the posterior half suffused with dark green 5 the terminal margin of the fore and anterior half of the hindwing tinged with pink. Underside similar, but both the ground colour and markings paler; the latter less prominent. Female. Differs prominently on both upper and under sides in the discal row of white spots being more oblique and complete, extending from the costa to near the apex of interspace 2. Race acontius is found in the Andaman Islands. The wingspan is 68–79 mm (2.7–3.1 in).",https://en.wikipedia.org/wiki/Euthalia_aconthea
Conistra vaccinii,"The wingspan is 28–36 mm. Pattern and colouring are extremely variable. The colour varies from dove grey to dark grey brown, with light brown, light red, reddish-brown to black-brown markings. This has led to the distinction of formae (forms). The apex of the front wing is slightly concave. The head and thorax are coloured mostly according to the wing colour; the abdomen is partially or completely reddish brown. The inner and outer, serrated crossbars are usually darker than the colour and more or less clearly defined. These are often white lined specimens with much darker crossbars. Reniform and orbicular and stains can be as well shown, but also sometimes almost absent. There is always a black dot in the lower part of the reniform. The more or less significant medium shade is darker than the colour and has a strong median bulge. The wavy line is often a series of black dots.",https://en.wikipedia.org/wiki/Conistra_vaccinii
Lethe appalachia,"Lethe appalachia, known generally as the Appalachian brown or Appalachian eyed brown, is a species of brush-footed butterfly in the family Nymphalidae. It is found in North America. The MONA or Hodges number for Lethe appalachia is 4569. See Satyrodes appalachia at Wikipedia for more Lethe appalachia information. (Satyrodes = older genus name)",https://en.wikipedia.org/wiki/Lethe_appalachia
Pyrgus malvae,"With its characteristic chequered black-and-white pattern, the grizzled skipper is quite distinctive. It is small, with an average forewing diameter of 12 millimeters, and closely resembles moths in appearance. Males and females can be differentiated by the shape of their wings: males have slightly more angular wings, while females have a more rounded wing shape. Larvae are coloured green and light brown with darker brown stripes. Seitz describes malvae ""The terminal row of white dots developed, at least on the hindwing. Underside of hindwing reddish, with distinct white dots, those of the subterminal band being rounded. Veins bordered with yellowish white or white. In ab. taras Bergstr.(86a) the white spots of the forewing are united to form bands; occurs singly among ordinary specimens. Europe, Asia from the Mediterranean Sea to the Amur; Mongolia. — Larva yellowish grey, minutely dotted with greenish, the dots bearing short thin hairs, dorsal line darker, spiracles yellowish; in June and October on Potentilla, Dipsacus, Strawberry, Raspberry, and other plants. The butterflies are on the wing in April and May and again from the end of July onwards, on sunny slopes, roads among fields and clearings in woods, being common everywhere in Central Europe.",https://en.wikipedia.org/wiki/Pyrgus_malvae
Amphion floridensis,"Amphion floridensis, the Nessus sphinx, is a day-flying moth of the family Sphingidae. The species was described by Pieter Cramer in 1777, and renamed in 1920. It is the only member of the genus Amphion erected by Jacob Hübner in 1819. It lives throughout the eastern United States and Canada and occasionally south into Mexico, and is one of the more commonly encountered day-flying moths in the region, easily recognized by the two bright-yellow bands across the abdomen.",https://en.wikipedia.org/wiki/Amphion_floridensis
Nymphalis xanthomelas,"Upperside rich orange yellow, forewing has costal margin dusky black on the basal half flecked with brown; two oval black spots in cell, a quadrate subcostal black patch just beyond the discocellulars, a second more oblique irregular black patch beyond this, and three large oval discal black spots, with a smaller dusky patch beyond the lowest spot. Hindwing uniform, with a large subcostal black patch. Forewings and hindwings with a common sinuous transverse subterminal black band, and a terminal dusky band flecked with golden brown; the black subterminal band on the hindwing with an outer border of blue lunules margined outwardly by a slender black line; the forewing just below the costa, between the black patches beyond the cell and between the outer black patch and subterminal band, prominently pale yellow. In the female, an incomplete series of yellow lunules also borders the subterminal black band on the outer side. Underside dull ochraceous brown, the basal half of both forewings and hindwings and a broad terminal margin darker brown; the wings entirely and thickly covered with slender transverse dark brown striae; irregular cell-marks on the forewing and a transverse highly sinuous subterminal band of dark blue lunules on both wings: these lunules defined by slender black lines on both sides. Bases of the wings with a clothing of long stiff black hairs, which are blunt at their apices, and on the forewing extend along the basal half of the costal margin, projecting outwards beyond it. Antennae, head and thorax very dark brown, abdomen fulvous (tawny); beneath very hairy; palpi, thorax and abdomen dark brown, the abdomen towards the apex paler. Wingspan of 63–68 mm.",https://en.wikipedia.org/wiki/Nymphalis_xanthomelas
Orthosia cruda,"Orthosia cruda, the small Quaker, is a moth of the family Noctuidae. It is found in Europe, Morocco, Algeria, Tunisia, Turkey, the Caucasus, Transcaucasia, Kazakhstan, Israel, Lebanon, Cyprus and Jordan.",https://en.wikipedia.org/wiki/Orthosia_cruda
Adela reaumurella,"The wingspan of Adela reaumurella ranges from 14 to 18 millimeter. Wings have an ovoid-elongated shape with rounded apex. The upper wings of both sexes are bronzy or metallic greenish, close along the body. The hind wings are dark brown with a bronze-violet shine. The males have very long thread-shaped whitish antennas, forward-facing and reaching about four times the length of the body. They have very developed eyes and rough black hair on their heads and thorax. The females have relatively short antennas with shorter and lighter hair on their heads. They have also a few orange hairs between the eyes.",https://en.wikipedia.org/wiki/Green_longhorn
Pediasia trisecta,"Pediasia trisecta, the large sod webworm or greater sod webworm, is a moth of the family Crambidae. It is found in the United States and southern Canada. The wingspan is 23–33 mm. Adults are on wing from May to October. Adults feed solely on dew. The larvae feed on various Poaceae species. == References ==",https://en.wikipedia.org/wiki/Pediasia_trisecta
Junonia hierta,"The male upper side is bright yellow. The costa of the forewing has a broad triangular jet-black projection downwards at the discocellulars, and the dorsum has a triangular projection upwards near the tornus; this black margin narrows near the middle of the termen and bears on the apex two short transverse preapical white streaks crossed by the black veins. Below these is an obscure ocellus that is sometimes absent. The anterior half and the terminal margin of the hindwing is black, and the dorsum is broadly shaded with brown while the anterior black area has a large brilliant blue spot. The cilia of both forewings and hindwings are white alternated with brown. The underside of the forewing is pale yellow. The cell is crossed by three laterally black-margined orange-yellow bars, beyond that is a short, broad, irregular jet-black oblique band from costa to base of vein 4. The hindwing is greyish yellow, and in the dry season its form is strongly irrorated (sprinkled) with dusky scales. With a prominent transverse brown discal fascia, its margins are highly sinuous. There is a brownish broad shade on the middle of the termen and some obscure lunular marks on the basal area. The antennae is pale, and the head, thorax and abdomen are dark brownish black; beneath that is a dull ochraceous white. The female is similar, although the colours are duller. The cell of the upper side forewing has a more or less complete transverse black fascia and another at the discocellulars. A blue-centered well-marked ocelli is in interspaces 2 and 5 on the disc of the forewing, and smaller ocelli in interspaces 2 and 5 on the disc of the hindwing. The forewings and hindwings have a fairly well-defined pale subterminal line, though the blue spot on the anterior black area on the hindwing is small and ill-defined; the rest is as the male. The underside is also as the male, but generally has heavier and more clearly defined markings.",https://en.wikipedia.org/wiki/Junonia_hierta
Ligdia adustata,"The wingspan is 25–30 mm. The basic color of the wings is glossy white, creamy white or light brownish. The basal area of the forewings is dark brown and can sometimes be slightly blue-grey. Across the forewings near the outer margin there is a blue-grey and brown wavy band. Hindwings are whitish with wavy pale brown lines on the slightly wavy outer edges. The underside of the wings is suffused with reddish brown. Larvae are moderately stout, bright green with red dorsal spots, a red lateral blotch on the 1st—2nd abdominals and red marks on claspers; a rare variety is grey-brown. The pupae are red-brown with blackish wings. Ligdia adustata has two generations per year (bivoltine species). The adults fly in April–May, and later in July–August, but the flight season varies greatly, depending on the location within the distribution range. These moths are active from dusk onwards. The larvae feed on spindle (Euonymus europaeus, Euonymus verrucosa) and on Berberis species. The species overwinters as a pupa.",https://en.wikipedia.org/wiki/Ligdia_adustata
Syntomoides imaon,"The moth has a wingspan of 34 mm. The frons and collar are yellow with the metathorax having a yellow streak. The first abdominal segment has a yellow band which is sometimes obsolescent. The forewing has large hyaline patches, one filling the cell, another filling nearly the whole interno-median interspace, one at junction of veins 2 and 3, two subapical, and two submarginal. In the form S. i. sargania, there is a long streak between veins 5 and 6. In others it is reduced to a spot or may be lacking entirely. The hindwing has a postbasal hyaline patch extending hardly (or not at all) beyond the cell. The tips of the antennae and proximal joints of the tarsi are white. The spots of the forewing vary considerably in size. The male individual is slender and long abdomen than female.",https://en.wikipedia.org/wiki/Syntomoides_imaon
Papilio demodocus,"Papilio demodocus, the citrus swallowtail or Christmas butterfly, is a swallowtail butterfly which commonly occurs over the entirety of sub-Saharan Africa, including Madagascar, besides the southern Arabian Peninsula. The caterpillars feed on various native plants of especially the family Rutaceae, but have also taken to the leaves of cultivated citrus trees.",https://en.wikipedia.org/wiki/Papilio_demodocus
Callophrys augustinus,"Callophrys augustinus, the brown elfin, is a species of butterfly of the family Lycaenidae, found from Alaska to northern Mexico. One of its subspecies, C. augustinus iroides, is known as the western elfin.",https://en.wikipedia.org/wiki/Callophrys_augustinus
Enyo lugubris,"Enyo lugubris, the mournful sphinx, is a moth of the family Sphingidae. It is found from Argentina and Paraguay to Uruguay, Venezuela, Guyana, Suriname, French Guiana, Colombia, Ecuador, Peru, Brazil and the West Indies through Belize, Guatemala, Honduras, El Salvador, Nicaragua, Costa Rica and Panama to Mexico and the United States, where it has been recorded from Arizona east to Florida and north to South Carolina. Strays have been recorded from Arkansas, north to Illinois, Michigan and New York. The wingspan is 50–60 mm. Adults are on wing year-round in the tropics (including southern Florida and Louisiana). Further north, they are on wing from August to November. The larvae probably feed on Vitus tiliifolia and other Vitaceae species, such as Vitis, Cissus and Ampelopsis. In Florida larvae have been reported on Cissus sicyoides and Ampelopsis arborea.",https://en.wikipedia.org/wiki/Enyo_lugubris
Appias libythea,"Wet-season brood: Male. Upperside greyish-white. Forewing with black costal edge, and grey-black scaled irrorated basal costal border; a black-scaled very narrow exterior marginal dentated baud decreasing from the subcostal to the submedian. Hindwing with very small indistinct blackish-scaled marginal vein-points, which are obsolete in some specimens that probably emerged near the dry season. Underside white. Forewing with the costal and outer edge slightly blackish; a few greyish-black scales along the base of costa. Hindwing unmarked. Female. Upperside greyish-white. Forewing with greyish-black costal edge, a broad longitudinal band from base of the costa and filling up the cell — with the exception of a thin streak above the median vein, this black cell-band more or less thinly extends along the upper median veinlet and joins a broad outer-marginal decreasing band extending sinuously from before the apex to posterior angle, enclosing the white sub-apical oblique quadrate patch, the outer band showing faint traces of paler intervening streaks; a less intense greyish-black fascia extends pointedly outward from below the cell to the disc in extreme wet-season specimens. Hindwing with a greyish-black marginal macular band composed of large confluent spots, or, of more or less slightly separated spots paling diffusely to the anal angle, and connected by similar coloured scales along the veins from the lower subcostal to a discal curved paler fascia, which latter becomes obsolete posteriorly. Underside white. Both wings with dark-grey similar disposed markings. Forewing with the outer band traversed by white interspaced streaks, or this band is white and its inner edge only defined by dark grey. Hindwing with the outer marginal macular band indistinct or obsolescent; base of costa pale yellow. Some intermediate specimens of this sex - which agree with the Fabrician type specimens of Lihythea — emerged probably near the dry season, vary on the upperside, in the forewing, in the connecting black streak along the upper-median to the outer band, and also the lower basal fascia, being either obsolescent or obsolete, and in the hindwing, the marginal spots are smaller and more or less well separated, the discal fascia with its connecting veins is also obsolescent or more generally entirely absent. On the underside, the markings are much less defined; on the forewing the outer band is very faintly indicated by the greyish inner edge, the apical area being entirely white or very faintly tinged with pale yellow, and on the hindwing the ground-colour is either white or very faintly tinged with pale yellow, the discal fascia being faintly indicated, and the marginal spots absent. Dry-season brood: Male. Upperside. Forewing with a diffused broader grey-black scaled outer-marginal band. Hindwing unmarked. Underside with the apicnl area of forewing, and entire hindwing tinted with very pale yellow. Female. Upperside. Forewing with the cell-band and the marginal band somewhat narrower than in specimens of the intermediate form, the connecting streak being entirely absent. Hindwing unmarked. Underside. Forewing with the cell-band and marginal band faintly indicated, the apical area pale yellow tinted. Hindwing pale yellow tinted; the discal fascia faintly indicated.",https://en.wikipedia.org/wiki/Appias_libythea
Pholisora catullus,"Pholisora catullus, the common sootywing or roadside rambler, is a butterfly of the family Hesperiidae. It is found from the central parts of the United States, south to central Mexico. Strays may colonize up to southern British Columbia, northern Michigan, southern Quebec and southern Maine. It is not found on peninsular Florida. The wingspan is 25–33 mm. There are two generations with adults on wing from May to August in the northern part of its range and from March to November in Texas. The larvae feed on Chenopodium album, Amaranthus and Celosia species. Adults feed on flower nectar from various flowers, including dogbane, marjoram, oxalis, white clover, common milkweed, peppermint, cucumber and melon.",https://en.wikipedia.org/wiki/Pholisora_catullus
Ennomos magnaria,"Ennomos magnaria, the maple spanworm moth, notched wing moth, notched-wing geometer or notch-wing moth, is a moth of the family Geometridae. The species was first described by Achille Guenée in 1858. It is found from coast to coast in southern Canada and the northern United States, south in the east to Florida and Louisiana and in the west to California. The wingspan is 43–60 mm. Adults resemble an autumn leaf. Adults are on wing from July to early November in one generation per year. Adults are nocturnal and may rest on buildings during the day. The larvae feed on the leaves of Alnus, Fraxinus, Tilia, Betula, Ulmus, Carya, Acer, Quercus, and Populus species. == References ==",https://en.wikipedia.org/wiki/Ennomos_magnaria
Spicauda procne,"Spicauda procne, the brown longtail, is a species of butterfly in the family Hesperiidae. It is found from Argentina, north through Central America and Mexico to southern Texas. Rare strays can be found up to southern New Mexico, southern Arizona and southern California. The wingspan is 37–48 mm. There are three generations per year in southern Texas. The larvae feed on various grasses, including Cynodon dactylon and Sorghum halepense.",https://en.wikipedia.org/wiki/Spicauda_procne
Ostrinia nubilalis,"The European corn borer (Ostrinia nubilalis), also known as the European corn worm or European high-flyer, is a moth of the family Crambidae. It is a pest of grain, particularly maize (Zea mays). The insect is native to Europe, originally infesting varieties of millet, including broom corn. The European corn borer was first reported in North America in 1917 in Massachusetts, but was probably introduced from Europe several years earlier. Since its initial discovery in the Americas, the insect has spread into Canada and westwards across the United States to the Rocky Mountains. The adult European corn borer is about 25 millimetres (0.98 in) long with a 26–30 millimetres (1.0–1.2 in) wingspan. The female is light yellowish brown with dark, irregular, wavy bands across the wings. The male is slightly smaller and darker. European corn borer caterpillars damage corn by chewing tunnels through many parts of the plant, leading to a decrease in agricultural yield.",https://en.wikipedia.org/wiki/European_corn_borer
Borbo cinnara,"Above thorax and bases with inconspicuous greenish clothing. Usually upperside forewing with a conspicuous non-hyaline spot in space 1b, discal series in spaces 2, 3, 4 and apical dots in spaces 6, 7, 8, as well as an upper cell spot. Upperside hindwing with I or 2 dots. Underside hindwing with olive-ochreous scaling and spots in spaces 2, 3, 6. F 15-16 mm. Larvae are known to feed on Setaria barbata, Axonopus compressus, Rottboellia cochinchinensis and Brachiaria mutica.",https://en.wikipedia.org/wiki/Borbo_cinnara
Leptotes plinius,"This form closely resembles, in both sexes, on the upperside of Tarucus theophrastus, but the character and disposition of the markings on the underside are completely different. Male upperside: dark violet with, in certain lights, a rich blue suffusion. Forewing: no discocellular black spot so conspicuous as in T. theophrastus; terminal margin with a narrow edging of fuscous black, widest at the apex, gradually decreasing to the tornus, followed by an inconspicuous anteciliary jet-black line. Hindwing: costal margin slightly but broadly shaded with fuscous, which is continued as a slender anteciliary black line to the tornus. Underside: white. Forewing: with the following brownish-black markings: an irregular edging along the costa to near the apex from which extends downwards a subbasal band, broadened across the cell and below it; an irregular band that extends along the discocellulars and below them to interspace 1 where it ends in a point; an upper discal curved band of more even width but dislocated below vein 4, the lower portion of it shifted inwards forms a large quadrate spot in interspace 3, below vein 3 the band is continued downwards by two small inconspicuous spots, beyond this is a very short acutely pointed comma-shaped mark; a very regular evenly curved complete transverse lunular line, a transverse series of subterminal spots and an anteciliary slender line. Close to the base of the wing extended obliquely upwards and outwards from the dorsum is a triangular mark, the edging of white colour left near the base forms above the apex of this mark an acute angle; between the band that crosses the middle of the cell and the transverse discocellular band is a more or less slender, irregular, similarly coloured line; and between the discocellular and upper discal bands another much shorter line that extends from the costa downwards but does not reach vein 4, this is slightly clavate anteriorly and posteriorly. Hindwing: mottled with brownish black that leaves only basal, subbasal, medial and discal transverse lines or bands of the ground colour; the medial and discal bands, which are highly irregular, enclose here and there small brownish markings, the bands themselves coalescing above a very irregularly shaped brown mark that is placed on the posterior half of the middle of the wing; terminal markings as on the forewing but the subterminal spots larger, the apical one especially so, the tornal two spots jet-black and each encircled by a glittering slender ring of metallic green scales. Cilia of both forewings and hindwings, the antennae, head, thorax and abdomen much as in T. theophrastus. Female. Upperside very closely resembles that of female T. theophrastus, but the extent of white on the forewing is greater so that there is a greater area of white to be seen between the brown markings superposed on it, these markings have the appearance of an irregularly formed V on a white background. Hindwing much as in T. theophrastus. Underside: similar to that of its own male but the brown bands less broken, more regular. Cilia, antennae, head, thorax and abdomen as in the male. It is found in the Ethiopian region, the north-western Himalayas to Kumaon, the plains of northern India; central and western India, Sri Lanka, Assam, Myanmar, Tenasserim in the low hot valleys of the north; extending to China and in the Malayan subregion to Java. The description given above is taken from males and females of wet-season broods. Specimens of the dry-season broods are paler on the upperside with, in the male only anteciliary black lines to the wings. On the underside the markings on the wings will, on careful examination, be found very similar but paler brown and all very much reduced in width so that a greater extent of the white ground colour is visible.",https://en.wikipedia.org/wiki/Leptotes_plinius
Erebia ligea,"The Arran brown is a medium-sized butterfly with a wingspan of between 30 and 46 mm (1.2 and 1.8 in). Females tend to be a little larger than males. The upperside of both the forewings and hindwings is dark greyish brown with a reddish-orange strip near the margin along which runs a series of black spots. Many of the spots are small but some have white centres. The underside of the forewing is dark brown with a reddish strip with black, white-centred eyespots near the outer edge. The underside of the hindwing is brown, edged with a row of more or less distinct dark coloured eyespots. The basal side of these is close to the centre of wing and there are one or two patches of white. The basal part of the hindwing of the female is a darker brown than the rest of the wing. Wheeler (1903) gives a short description This butterfly can be distinguished from the rather similar Lapland ringlet (Erebia embla) and the Arctic ringlet (Erebia disa) by the fact that it has white blotches on the under surfaces of the hindwing and those butterflies do not. It can also be distinguished from the Arctic ringlet by the fact that it always has eyespots on its hindwings while the upperside of the Arctic ringlet's wings are plain brown. Another very similar species is the dewy ringlet, but that has a more rusty red forewing and the red strip along the underside of the wings is not continuous. It is questionable whether this butterfly occurs in the British Isles but historical collections of the Scotch argus (Erebia aethiops) contain some specimens of Arran brown among the very similar specimens of Scottish argus. The original record is from the Isle of Arran, in the Clyde Isles in Scotland, in 1803, and it is from this that the butterfly gets its English name.",https://en.wikipedia.org/wiki/Erebia_ligea
Saturnia pavonia,"The male has a wingspan of about 60 mm (2.4 in) with brown and white forewings marked with red and orange fascia and a bold black and orange eyespot. The hindwings are orange with a similar eyespot. The female is larger with a wingspan of about 80 mm (3.1 in), but less brightly coloured than the male, being generally grey and white but has all wings marked with eyespots similar to the male. The male flies rapidly during the day from mid-April to late June looking for the rather sluggish females, which usually only fly at night. The species inhabits a range of habitats but is most often associated with heathland and moorland. The caterpillar is black and orange at first, later becoming green with black rings and yellow and red spots. The commonest food plant is heather but the species has also been recorded feeding on a huge range of other plants (see list below). The species overwinters as a pupa within a fibrous cocoon.",https://en.wikipedia.org/wiki/Saturnia_pavonia
Eilema griseola,"Collita griseola, the dingy footman, is a moth of the family Erebidae. The species was first described by Jacob Hübner in 1803. It is found in Europe and North and South-East Asia. The wingspan is 32–40 mm. The moth flies from May to August depending on the location. The larvae feed on lichen. This species has shown a spectacular increase in abundance in Britain during the period 1968 to 2007, like a number of moth species with larva that feed on lichens and algae. In Britain it was originally limited to southern fens and marshy areas, but has since spread northwards and now occupy a variety of habitats, including gardens.",https://en.wikipedia.org/wiki/Collita_griseola
Disclisioprocta stellata,"Disclisioprocta stellata, the somber carpet or bougainvillea looper, is a moth of the family Geometridae. It is found in sub-Saharan Africa, the islands of the Indian Ocean, and from eastern Canada (Ontario, Quebec and New Brunswick) south through the United States, Mexico, the Antilles, Bahamas and Bermuda Islands to Bolivia and Brazil. It was introduced to Hawaii in 1993. The wingspan is 25–33 mm. In North America, adults are on wing all year round in the south and from July to November in the north. Larvae have been recorded on Amaranthus, Proboscidea, Bougainvillea and Boerhaavia erecta, Pisonia aculeata and Mirabilis jalapa.",https://en.wikipedia.org/wiki/Disclisioprocta_stellata
Herpetogramma pertextalis,"Adult bold-feathered grass moths have a wingspan of about 33 mm and hold their wings open at rest, exposing both the forewings and hindwings. All four wings are whitish-tan and iridescent with a series of jagged lines. A dark brown line is present at the lowermost margin of all four wings.",https://en.wikipedia.org/wiki/Herpetogramma_pertextalis
Lasiocampa trifolii,"Lasiocampa trifolii, the grass eggar, is a moth of the family Lasiocampidae first described by Michael Denis and Ignaz Schiffermüller in 1775 and found in Europe.",https://en.wikipedia.org/wiki/Lasiocampa_trifolii
Boloria euphrosyne,"The adult butterfly is orange with black spots on the upperside of its wing and has a wingspan of 38–46 mm. The underside of the wings have a row of silver-pearly markings along the edge, which give the species its name. The pearl-bordered fritillary is often confused with the small pearl-bordered fritillary, but can be distinguished by the triangle along its pearl border (the small pearl-bordered has black chevrons) as well as the presence of a single silver spot in the middle of a row of yellow spots. The female has darker markings and rounder wings than the male. The caterpillars are black with white or yellow spines along their backs. Like other species of fritillary, the males have special scent glands on their wings so that they can be recognised by females of their own species and therefore find a suitable partner.",https://en.wikipedia.org/wiki/Pearl-bordered_fritillary
Sparganothis sulfureana,"Sparganothis sulfureana, the sparganothis fruitworm moth or blueberry leafroller, is a species of moth of the family Tortricidae. It is found in most of eastern North America and on Cuba. The wingspan is 10–20 mm. The larvae feed on various forbs and woody plants, including corn and cranberry. == References ==",https://en.wikipedia.org/wiki/Sparganothis_sulfureana
Idaea biselata,"It is a small (wingspan 22–25 mm), easily missed species. The wings are creamy white with darker bands with a small black discal spot on each wing. The basic colouring and pattern vary relatively little. The ground colour is yellowish white to slightly brownish white, the pattern elements are brown to dark brown. On the forewings the interior crossline is the most clearly shown. However, the outer crossline is usually significantly developed. A pale wavy line that is lined with inner and outer darker colour is located in the marginal field. Forewings and hindwings have black discal spots. On the front wings, these are basal to the middle crossline, on the rear wings they are distal to the interior crossline. Marginal stains are dark brown in colour, but dimly developed. The larva is long and thin, with a few short setae, brownish grey with a white side stripe.",https://en.wikipedia.org/wiki/Small_fan-footed_wave
Prosotas dubiosa,"Prosotas dubiosa, the tailless lineblue or small purple lineblue, is a blue butterfly (Lycaenidae) found in Asia to Australia. The species was first described by Georg Semper in 1879.",https://en.wikipedia.org/wiki/Prosotas_dubiosa
Eumaeus atala,"The Atala butterfly is a great example of aposematic (warning) coloration throughout its life cycle. The brightly colored larva or caterpillar feeds on cycads that contain a toxic secondary plant chemical (cycasin) that it retains in its body for life. Birds, lizards, and other animals may attempt to prey on the larvae, pupae, and adults, but find them distasteful and learn to avoid these brightly patterned insects. The butterfly's flight is slow, unlike the swift, erratic flight of many other Lycaenidae.",https://en.wikipedia.org/wiki/Eumaeus_atala
Euphydryas phaeton,"The Baltimore checkerspot (Euphydryas phaeton) is a North American butterfly of the family Nymphalidae. It has been the official state insect of the U.S. State of Maryland since 1973. The Baltimore checkerspot was named for the first Lord Baltimore due to its similarity of colors in the family crest. Despite the species status as Maryland state insect, the population in Maryland has faced significant decline and is currently listed by the Maryland Department of Natural Resources as ""rare, threatened, and endangered"" animal list.",https://en.wikipedia.org/wiki/Baltimore_checkerspot
Dysgonia algira,"Dysgonia algira, the passenger, is a moth of the family Noctuidae. The species was first described by Carl Linnaeus in 1767 and is found in the Palearctic - from the southern half of Europe and parts of North Africa through West, Central and South Asia.",https://en.wikipedia.org/wiki/Dysgonia_algira
